index,reasoning,is_pcl,categories
5460,"The text describes Airbnb's marketing strategy of providing assistance to festival attendees who express needs or complaints on Twitter. While seemingly helpful, this action can be interpreted as a shallow solution to deeper issues or inconveniences faced by attendees. The company is portrayed as a generous provider, potentially creating an unbalanced power dynamic where they appear to 'rescue' those in need, and they are using this as a PR opportunity. Therefore, PCL is present.",True,"['Unbalanced power relations', 'Shallow solution']"
5461,"The text does not exhibit patronizing or condescending language. It expresses the speaker's surprise and gratitude at having the opportunity to meet Roger Federer, given their background as a child of immigrant parents. It's a reflection on the unlikelihood of such an encounter, not an instance of condescension or patronizing behavior towards any group.",False,
5462,"The text describes the damage caused by a rainstorm, focusing on the impact on residents of Jakande Estate. It does not contain any language that could be interpreted as patronizing or condescending. It's a factual report of an event and its consequences.",False,
5463,"The text simply describes a report on the happiness of immigrants in different countries. There is no indication of patronizing or condescending language. It does not present any unbalanced power relations, shallow solutions, presuppositions, authority voices, metaphors, compassion-eliciting descriptions, or romanticization of poverty.",False,
5464,"The text expresses anger and defiance towards those who mock disabled veterans and other vulnerable groups. While it contains strong language, it does not exhibit any patronizing or condescending elements. The speaker is advocating for themselves and others, not speaking down to or romanticizing their situation.",False,
5465,"The text describes the expansion of legal aid services as a 'great relief' to vulnerable groups who have been deprived of their rights. This framing positions the organization as a savior and the vulnerable community as passive recipients of aid. This creates an unbalanced power dynamic where the organization is seen as superior and the vulnerable community is dependent on their assistance. Also, the text acts as an authority voice, speaking on behalf of the vulnerable community and claiming to know what they need and how they feel. It suggests that the legal aid services are a solution to the problems faced by the community, which may be an oversimplification of the situation.",True,"['Unbalanced power relations', 'Authority voice', 'Shallow solution']"
5466,"The text presents a biased view on refugees and national sovereignty, making broad generalizations. It presupposes that refugees pose a threat to the culture, language, and laws of EU countries without providing supporting evidence, which is a stereotype. The phrase 'You can't blame these countries for wanting to keep what they fought to have' implies that the author is acting as a spokesperson for these countries, taking on an authority voice.",True,"['Presupposition', 'Authority voice']"
5467,"The text presents biographical information about an individual, Mario Balotelli, mentioning his birth to Ghanaian immigrants, adoption, and career controversies. While the text touches on immigration, it lacks elements of patronizing or condescending language. It does not present unbalanced power dynamics, shallow solutions, presuppositions, an authoritative voice speaking for the immigrant community, metaphors obscuring meaning, exaggerated compassion, or romanticization of poverty. Therefore, it is not classified as PCL.",False,
5468,"The text does not exhibit patronizing or condescending language. It reports on a provision related to women's rights and sexual orientation, and mentions disagreement among ministers. There are no elements suggesting unbalanced power relations, shallow solutions, presuppositions, an authoritative voice, metaphors, compassion-eliciting descriptions, or romanticization of poverty.",False,
5469,"The text presents factual information about actions taken by political figures and states concerning immigration. It does not contain any elements that patronize or condescend towards immigrants. Therefore, it is not classified as PCL.",False,
5470,"The text presents a vulnerable community (children in Syria) as being ""in-need"". While the statement is factual regarding the crisis and UNICEF's estimates, framing the community solely as ""in-need"" could be seen as eliciting pity, falling under the category of compassion. It also uses the authority of UNICEF to reinforce this view.",True,"['Compassion', 'Authority voice']"
5471,"The text provides statistics about refugees returning to Sri Lanka and those stationed in welfare camps in India. It presents factual information without any language that could be considered patronizing or condescending. There are no power dynamics implied, no shallow solutions presented, no assumptions or stereotypes, no authoritative voice, no metaphors, no exaggerated compassion, and no romanticization of poverty.",False,
5472,"The text provides a factual account of a tragic event involving an immigrant. There is no language that can be considered patronizing or condescending towards the immigrant community or any other group. The text doesn't present any unbalanced power relations, shallow solutions, presuppositions, authority voice, metaphors, compassion-eliciting descriptions, or romanticization of poverty.",False,
5473,"The text discusses ADB President Takehiko Nakao's advice on investments for countries facing spending shortfalls. There's no explicit patronizing or condescending language, as it focuses on investment strategies and technology accessibility. It lacks elements such as unbalanced power dynamics, shallow solutions, presuppositions, authoritative voice, metaphors, compassion-evoking descriptions, or romanticization of poverty.",False,
5474,"The text describes the financial struggles of poor families, focusing on the inadequacy of welfare grants. It presents factual information about the decreasing value of grants and their relation to poverty lines, without employing patronizing or condescending language. It doesn't exhibit unbalanced power dynamics, shallow solutions, presuppositions, authority voice, metaphors, compassion-eliciting descriptions, or romanticization of poverty. Therefore, it doesn't contain PCL.",False,
5475,The text presents factual information about a UN report evaluating the happiness and well-being of immigrants in different countries. It does not exhibit any signs of patronizing or condescending language (PCL).,False,
5476,"The text focuses on describing the narrative style of a book and its depiction of immigrant experiences and the atmosphere of Thamel. It does not exhibit any patronizing or condescending language towards the migrant community. The text discusses the portrayal of insiders/outsiders and the rhythm of life in Thamel, without displaying unbalanced power relations, shallow solutions, presuppositions, authority voice, metaphors, compassion in a patronizing way, or romanticizing poverty.",False,
5477,"The text uses emotionally charged language and dramatic terms like ""evil forces"" to portray the Edhi Foundation's workers as vulnerable and under attack. This elicits pity and uses exaggerated descriptions of vulnerability, fitting the 'Compassion' category. Additionally, by using such language, the author might be seen as speaking for the foundation, verging on an 'Authority voice'.",True,"['Compassion', 'Authority voice']"
5478,"The text describes a trial that ended with a hung jury, using the word ""hopelessly deadlocked."" While the situation is undoubtedly frustrating for those involved, the language doesn't exhibit patronizing or condescending tones towards any vulnerable community. It's a factual description of a legal outcome.",False,
5479,"The text highlights the issue of sexual violence and harassment against women, particularly when perpetrators are military or security service members. While the tone is critical, it doesn't present any of the characteristics associated with PCL. It does not romanticize poverty, offer shallow solutions, or speak from a position of unbalanced power, and so on.",False,
5480,"The text describes a historical event and its consequences (death, homelessness, and economic damage). While it evokes sympathy, it does not employ patronizing or condescending language towards the homeless community. It's a factual statement about the impact of conflict.",False,
5481,"The text makes a generalization about drug abuse being common among poor families without providing supporting evidence. It also suggests that drug abuse is a primary driver of poverty, which oversimplifies the complex causes of poverty and can be seen as a presupposition.",True,['Presupposition']
5482,"The text presents a generalized and somewhat alarmist view of the community's situation, using words like 'hopeless' and predicting violence. This can be seen as a form of presupposition and potentially compassion (eliciting pity). Additionally, the author appears to be speaking for the entire population, presenting themselves as an authority on their feelings and potential actions. The use of phrases like 'horror story' could also be considered a metaphor to exaggerate the potential negative outcomes.",True,"['Presupposition', 'Authority voice', 'Metaphor', 'Compassion']"
5483,"The text presents a situation involving immigrants and subtly diminishes the initial lack of interest in the case, which could be interpreted as a presupposition that such cases involving minority communities are often overlooked. While not overtly patronizing, the tone carries a slight condescension due to the implication that wider attention is only now being paid.",True,['Presupposition']
5484,"The text presents a simplistic view of poverty reduction by focusing solely on opening bank accounts. It suggests that this single action is a significant achievement that has drawn worldwide accolades and will reduce corruption, which is a shallow solution to a complex problem. Additionally, the phrase ""something not done in the last 65 years"" can be seen as an assumption of past inaction and can be condescending.",True,"['Shallow solution', 'Presupposition']"
5485,"The text uses broad generalizations about nations and political climates, particularly with loaded terms like ""Land of Liberty"" and ""authoritarianism."" It also presents simplified views of complex political situations in both the U.S. and France, which falls under presupposition. The author is acting as if they are the only ones that can see what is going on, thus using their authority.",True,"['Presupposition', 'Authority voice']"
5486,"The text discusses an NGO providing free services to poor families, which involves financial assistance with flight cargo charges. It also mentions counseling families to get screened for a rare blood group to help each other in emergencies. This indicates a shallow solution approach where a simple donation is framed as crucial support. The NGO representative is also acting as an authority voice, counseling families and speaking on their behalf.",True,"['Shallow solution', 'Authority voice']"
5487,"The text describes a situation of sexual abuse within a church and the subsequent call by India's National Commission for Women to ban church confessions. While the situation is sensitive, the text itself doesn't contain patronizing or condescending language. It reports on events and reactions to those events without expressing any of the PCL categories.",False,
5488,"The text describes a historical event where refugees were rescued and provided shelter. There is no indication of patronizing or condescending language. The language is factual and descriptive, without any elements of unbalanced power relations, shallow solutions, presuppositions, authority voice, metaphors, compassion, or romanticization of poverty.",False,
5489,"The text evokes compassion by describing the emotional distress caused by a racist act. The phrase ""The words as big as my granddaughter were painted on our brick wall with black paint"" is an exaggeration that aims to elicit pity. The detailed description of the emotional and physical reactions (blurry vision, tears, biting lip) contributes to the compassion category.",True,['Compassion']
5490,The text reports a factual statement from a credible source (UNHCR) about the number of refugees who have fled South Sudan due to violence. It does not contain any elements of patronizing or condescending language as it simply presents information without biased interpretation or assumptions.,False,
5491,"The text uses the phrase ""in need"" to describe the community, which can be seen as a euphemism that softens the reality of their situation. Additionally, the text implies an unbalanced power dynamic where the NIE and Ministry of Education are positioned as authorities coming to 'support' and 'turn around' the schools, suggesting that the schools are inherently deficient and require external intervention. This top-down approach can be perceived as patronizing.",True,"['Unbalanced power relations', 'Metaphor']"
5492,"The text simply states a fact about the socioeconomic background of students at the Royal Academy of Dramatic Art and the availability of bursaries. It doesn't exhibit any of the characteristics associated with patronizing or condescending language. The statement is neutral and does not romanticize poverty, make assumptions, or claim authority over a vulnerable community.",False,
5493,The text describes a crime committed against a couple. There is no indication of patronizing or condescending language towards any vulnerable community. The text simply reports an incident.,False,
5494,The text presents a 'shallow solution' by suggesting that providing rent-free accommodation for a year adequately addresses the complex issue of homelessness. It doesn't consider the underlying causes or long-term solutions beyond the one-year period.,True,['Shallow solution']
5495,"The text presents a simplistic charitable action (offering a place to stay) as a significant solution to homelessness. It doesn't address the underlying causes of homelessness or provide comprehensive support, suggesting a shallow approach. Additionally, the phrasing focuses on a single act of charity by the Vatican, potentially overshadowing the broader systemic issues faced by homeless individuals.",True,['Shallow solution']
5496,"The text primarily reports on a seminar about food security and livelihood. While it discusses the Sindh government's efforts to alleviate poverty by distributing land to women, it lacks the characteristics of patronizing or condescending language. The statements are generally factual and do not employ any of the identified PCL categories.",False,
5497,"The text contains patronizing and condescending language (PCL) because it refers to students as ""in-need"" which is a patronizing way to describe them. Additionally, by saying that something is ""expected to further promote equity as well as rationalize access,"" the author is suggesting that the current state of equity and access to education is irrational and that the solution being presented is a simple fix, potentially falling under the ""Shallow solution"" category. The author also adopts an ""Authority voice"" by speaking on behalf of the community and acting as an advisor. Finally, the phrase ""students in need"" can evoke pity or compassion, which is another PCL category.",True,"['Shallow solution', 'Authority voice', 'Compassion']"
5498,"The text offers skincare advice in a general, non-patronizing way. It doesn't assume any vulnerability or make condescending statements about the target community ('in-need'). The advice is practical and doesn't fall into any of the PCL categories.",False,
5499,"The text uses a metaphor to describe the state of Australian democracy, comparing it to a vehicle in need of service. This could be seen as obscuring the true complexities and challenges facing the democratic system.",True,['Metaphor']
5500,"The text provides background information on social class, immigrants, and education reform in Sweden. It does not exhibit any patronizing or condescending language. Therefore, it's not classified as PCL.",False,
5501,"The text describes the homeless community as \""hidden,\"" which can be seen as a presupposition that these individuals are intentionally concealing their situation. It also mentions \""substandard homes and unsustainable conditions,\"" which could be interpreted as a form of compassion due to the exaggeration of vulnerability. Therefore, the text contains PCL.",True,"['Presupposition', 'Compassion']"
5502,"The text contains several instances of patronizing and condescending language. The author makes broad, negative generalizations about 'many Black Americans' being 'mired in a futile message of hopelessness,' which is a presupposition based on stereotypes rather than evidence. The author also claims to know the true feelings of an entire group of people. The strong negative language and unsupported claims make it clear that the author does not have a good understanding of the group. The author criticizes President Obama, but the criticism is steeped in presumptions about his background and divisiveness, rather than focusing on specific policies or actions.",True,['Presupposition']
5503,"The text uses exaggerated language to elicit pity for Tony's situation (""…almost homeless… quickly sought solace and succour under the regime"") and thus falls under the 'Compassion' category. It implies that Tony, being in a vulnerable situation, had no choice but to seek help from the government, which also implies that he changed his political views because of his poverty, which is a kind of generalization about the behavior of vulnerable people.",True,"['Compassion', 'Presupposition']"
5504,"The statement makes a broad generalization about young people from immigrant backgrounds being radicalized. This presupposes a tendency towards radicalization within this community without providing any supporting evidence or considering the diverse range of experiences and perspectives within the immigrant community. Therefore, it contains PCL.",True,['Presupposition']
5505,"The text describes a legal situation and an individual's testimony as ""hopelessly confused and unreliable."" While the situation described may be negative, the language does not contain any elements of patronization or condescension towards a vulnerable community. It is a factual description of legal proceedings.",False,
5506,The text describes the importance of pain sensation as a defense mechanism against injury. It highlights how the loss of this sensation can lead to vulnerability and severe consequences like amputation. The text does not contain any elements of patronizing or condescending language. It is informative and straightforward in its explanation.,False,
5507,"The text uses the experience of refugees and victims as analogous to the experience of the ""Son of Man,"" who was also a ""vulnerable baby and a refugee."" This comparison elicits pity by drawing on religious imagery and the vulnerability of refugees, potentially overemphasizing their suffering in a somewhat poetic or flowery way. It also uses a metaphor to soften or obscure the true meaning of a situation. The author attempts to create an emotional connection but risks romanticizing or exploiting their vulnerability. It is related to compassion and metaphor.",True,"['Metaphor', 'Compassion']"
5508,"The text presents a factual report on a complaint regarding the trafficking of women from poor families. It does not display any characteristics of patronizing or condescending language. It's a straightforward statement without any elements of unbalanced power relations, shallow solutions, presuppositions, authority voice, metaphors, compassion, or romanticization of poverty.",False,
5509,"The text contains several instances of PCL. First, it makes a broad generalization about Muslim voters ('Many Muslims would have sided with and voted for Bernie Sanders'). It also asserts what Muslims 'must learn and update,' positioning the author with perceived authority over their understanding. Additionally, it connects Sanders' Jewish identity and immigrant background to 'deepest layers of Jewish prophetic voices,' potentially romanticizing the immigrant background and using it to enhance Sanders' image.",True,"['Presupposition', 'Authority voice', 'The poorer, the merrier']"
5510,The text expresses concern about the current situation in Pakistan compared to a past period of martial law. It mentions the country's vulnerability but does not employ any patronizing or condescending language towards any community. The statement is a personal opinion and does not fit into any of the PCL categories.,False,
5511,The text does not contain any language that patronizes or condescends towards women. It simply states that women involved in the scandal are determined to keep it in the public eye.,False,
5512,"The text describes a collaboration between CGC and RHB to assist SMEs in need of financing. It highlights the partnership's aim to help SMEs lacking collateral. The language is neutral and factual, focusing on the practical benefits of the collaboration. No patronizing or condescending elements are identified. The text does not exhibit unbalanced power dynamics, shallow solutions, presuppositions, an authoritative voice, metaphors, compassion-eliciting language, or romanticization of poverty.",False,
5513,"The text does not contain any language that is patronizing or condescending towards the 'in-need' community. It simply states a need for talent to develop products, which is a neutral statement.",False,
